year,age,sex,college,trantime,incwage_cpiu_2022
2014,49,Female,FALSE,30,40824.036330608535
2009,39,Male,FALSE,45,84676.22909332694
2022,50,Female,FALSE,25,70000
2000,32,Male,TRUE,20,84970.84160092917
2022,66,Female,TRUE,23,53000
2019,54,Male,TRUE,90,151925.59780835384
2009,50,Female,FALSE,2,12232.010996296374
1990,33,Male,FALSE,15,73011.71184
2009,29,Male,FALSE,15,17729.528704632943
2014,49,Female,TRUE,20,160705.08487703215
2000,25,Female,FALSE,15,67976.67328074333
2009,21,Male,FALSE,5,16935.79134262553
2009,31,Male,FALSE,10,31464.458211122048
2019,26,Male,TRUE,17,38289.87491814249
2019,57,Female,FALSE,60,73417.16092085907
2014,46,Female,FALSE,10,0
2022,56,Female,FALSE,60,130000
2014,32,Male,FALSE,20,26055.23903040928
2000,45,Female,FALSE,45,84970.84160092917
2019,62,Male,FALSE,2,0
2009,58,Male,TRUE,50,43914.678791475446
2022,38,Female,TRUE,10,160000
2009,43,Male,FALSE,20,98788.93394221476
2014,32,Female,FALSE,5,33596.01609002386
2019,26,Male,FALSE,10,61758.047387551655
2022,50,Female,TRUE,20,32800
2022,43,Male,FALSE,8,100000
2022,19,Female,FALSE,20,19000
1990,30,Female,FALSE,60,26875.476752343897
2022,58,Female,FALSE,45,60000
2014,59,Female,TRUE,28,66339.05903723887
2022,56,Female,FALSE,6,13000
2022,23,Male,FALSE,30,35000
2022,17,Male,FALSE,5,13700
2009,63,Male,FALSE,10,59933.98988106148
2019,22,Female,FALSE,30,9633.133663
2019,24,Female,FALSE,60,22892.427907534668
2009,42,Male,FALSE,10,88339.42248568418
2014,61,Female,FALSE,15,50284.62105802336
2000,22,Female,FALSE,30,22092.418816241585
2009,54,Female,TRUE,15,53940.04537
2014,22,Male,FALSE,10,20844.685701511662
2019,38,Female,FALSE,20,29843.71364165757
2009,31,Male,FALSE,20,82408.21322903427
2019,56,Female,TRUE,10,29134.048376523995
1990,30,Male,FALSE,10,0
1990,38,Male,FALSE,30,94064.16863320365
1990,18,Female,FALSE,25,895.8492251
2000,45,Female,TRUE,25,20393.00198
2022,27,Female,FALSE,20,60000
2022,37,Female,FALSE,5,44000
2022,36,Female,FALSE,15,32400
2019,23,Male,FALSE,10,18622.990102779455
2009,29,Male,FALSE,5,3627.7343349479715
1990,38,Female,TRUE,5,86225.48791
2009,40,Male,FALSE,45,176678.84497136835
2014,64,Female,FALSE,15,0
1990,57,Male,TRUE,15,156773.61438867275
1990,54,Male,TRUE,30,62709.445755469096
2022,86,Male,TRUE,45,0
2009,36,Female,FALSE,25,27276.198007127605
2014,32,Female,TRUE,60,117249.19373332206
2000,28,Male,FALSE,15,16824.226636983974
2014,30,Male,FALSE,15,122383.10309866293
2019,46,Female,TRUE,16,58375.69116421341
2009,31,Female,TRUE,5,68190.49502
2014,42,Female,TRUE,2,159468.89191643958
2019,28,Female,FALSE,15,36583.244417635775
2014,55,Female,FALSE,30,103335.84196185286
2022,55,Female,FALSE,50,40000
2009,41,Female,FALSE,15,19842.070240284975
2019,56,Female,FALSE,45,82756.12688573783
2000,41,Female,FALSE,45,9006.909209698491
2009,49,Male,FALSE,10,47892.91227
1990,60,Male,TRUE,45,55990.57656738312
2009,30,Female,FALSE,15,49394.46697110738
2022,31,Male,TRUE,8,150000
1990,20,Female,FALSE,70,9003.284712035205
2022,27,Female,TRUE,10,67000
2014,37,Male,TRUE,25,129009.09736743904
2014,54,Male,FALSE,36,91193.95470291279
2000,32,Female,FALSE,15,48773.26307893334
2022,61,Male,TRUE,15,200000
2009,45,Male,FALSE,25,0
2019,30,Female,TRUE,20,0
2022,27,Male,FALSE,10,43900
2022,53,Female,TRUE,5,4800
2009,34,Male,FALSE,8,70563.52424443912
2000,47,Male,TRUE,25,237918.35648260167
2014,42,Male,TRUE,18,38272.53406
1990,57,Female,FALSE,15,29563.02442757829
1990,19,Female,FALSE,15,1791.69845
2009,54,Female,FALSE,5,23866.673256236652
2019,26,Male,FALSE,20,27457.17803229708
2014,54,Female,FALSE,20,89255.60414070365
2009,24,Female,TRUE,3,17415.852427550977
2000,40,Female,TRUE,75,101965.00992111501
1990,36,Male,FALSE,15,58230.199630078445
2019,42,Male,FALSE,35,658428.5776
2019,20,Female,FALSE,10,10622.086549096086
2022,35,Female,FALSE,30,32000
2009,59,Male,FALSE,15,0
1990,39,Male,FALSE,30,0
2009,36,Male,TRUE,3,34831.704855101954
2009,24,Male,FALSE,15,19026.51191987186
2009,46,Female,TRUE,25,39515.02805292576
2000,20,Female,FALSE,5,0
2019,26,Female,FALSE,45,62954.17674572034
2022,34,Female,TRUE,25,103000
1990,23,Female,FALSE,15,31354.722877734548
1990,49,Male,FALSE,5,22396.23062695325
2009,69,Male,FALSE,45,56325.34888471851
1990,51,Male,FALSE,45,94064.16863320365
2014,41,Male,FALSE,90,120945.4106854938
2019,53,Female,FALSE,2,45784.855815069335
2022,43,Male,FALSE,3,49900
2022,49,Female,FALSE,10,34000
2009,66,Male,FALSE,45,30201.57024339204
1990,29,Female,TRUE,15,33594.34594042987
2019,71,Male,FALSE,20,5244.655233616193
2019,42,Male,TRUE,30,467045.5910625454
2014,51,Male,TRUE,7,85485.21561089635
2014,25,Male,FALSE,45,51030.04541326067
2009,62,Male,FALSE,30,49344.006004794195
2014,47,Male,FALSE,15,45596.97735145639
2014,37,Male,TRUE,30,129800.26086221827
2009,50,Male,FALSE,5,92415.85028
2022,64,Male,FALSE,15,100000
2000,43,Female,FALSE,15,31439.211392343794
2014,40,Male,FALSE,25,49505.819492850045
1990,25,Male,FALSE,10,26875.476752343897
2022,47,Male,FALSE,30,15000
2022,57,Male,FALSE,10,33300
2014,43,Female,TRUE,30,91380.61983996225
2014,48,Female,TRUE,30,87998.39589978103
1990,42,Female,FALSE,25,26875.476752343897
2000,31,Male,FALSE,60,21242.710400232292
2009,27,Male,FALSE,10,65462.87521710625
2022,24,Male,FALSE,1,25000
1990,52,Male,FALSE,10,78386.80719433638
2022,20,Male,FALSE,7,25000
2019,19,Female,FALSE,10,16198.681987371532
2019,22,Female,FALSE,10,36126.54048088046
2009,41,Male,FALSE,20,67425.39766371908
2009,44,Male,TRUE,30,116103.86443713936
2019,37,Male,FALSE,40,69921.48717937851
2009,33,Male,FALSE,10,77619.87666888302
1990,19,Male,FALSE,5,11646.03992601569
2014,57,Female,TRUE,20,104222.19231459772
2019,16,Male,FALSE,5,686.7728372260401
1990,53,Female,FALSE,10,30272.984938452708
2022,40,Male,TRUE,25,93000
2022,59,Female,TRUE,8,40000
2014,29,Male,FALSE,30,29964.08117180294
2019,36,Male,TRUE,10,86580.30696769149
2022,51,Female,FALSE,10,40000
2019,32,Male,FALSE,60,18291.0499
2022,24,Male,TRUE,40,55000
2014,22,Female,TRUE,20,26055.23903040928
2014,51,Male,FALSE,65,114644.53516535355
2009,51,Female,TRUE,15,160322.67283639428
2019,29,Male,FALSE,20,15439.798002236757
2009,54,Male,FALSE,5,73386.61073817682
2014,53,Female,FALSE,30,99508.58855585831
1990,28,Male,TRUE,30,107501.90700937559
2022,26,Male,TRUE,20,55000
2009,51,Female,TRUE,193,203859.5763
2000,56,Male,FALSE,15,90069.09209698492
2019,43,Male,TRUE,40,39622.214222361006
1990,21,Male,FALSE,99,20156.607564257924
2022,62,Male,FALSE,5,13000
2019,20,Male,FALSE,10,9263.420952783905
2009,25,Female,FALSE,30,20899.02291306117
2009,49,Female,TRUE,20,145129.8305464242
2019,26,Male,FALSE,15,19763.03301257468
2009,20,Male,FALSE,25,21875.51080171634
2009,31,Male,FALSE,40,44949.81050584593
2000,30,Male,TRUE,30,33988.336640371665
2019,37,Male,FALSE,20,27695.259282535444
2014,23,Female,TRUE,20,0
2019,45,Male,FALSE,30,5853.593815956615
2019,64,Female,TRUE,2,93228.26803203956
2000,56,Female,FALSE,15,37387.170304408835
2000,45,Male,FALSE,15,83951.19150171801
2000,45,Female,FALSE,5,31099.328025940074
2022,75,Female,FALSE,25,1800
2000,52,Male,FALSE,5,61179.00595
2019,30,Male,TRUE,3,68677.28372260401
2019,60,Male,TRUE,3,358130.28680686775
1990,18,Female,FALSE,3,9959.60376
2022,43,Male,FALSE,70,46000
2022,22,Male,FALSE,10,23000
2014,37,Female,TRUE,30,48378.41151278964
2022,23,Male,FALSE,5,22000
2009,38,Male,TRUE,10,84676.22909332694
2014,23,Male,FALSE,20,37713.774841757666
2014,33,Female,FALSE,15,24723.85921
2000,25,Male,FALSE,30,44184.83763248317
1990,79,Female,TRUE,15,6799.495618343007
2000,43,Male,FALSE,30,32288.919808353083
2022,62,Male,FALSE,8,40800
2019,44,Male,FALSE,30,66850.46797558274
2022,48,Female,FALSE,25,0
2014,42,Female,FALSE,1,76545.06812
2009,39,Male,TRUE,20,132659.15281756545
2000,36,Male,FALSE,35,64577.839616706166
1990,55,Male,FALSE,20,67188.69188085974
2000,46,Female,FALSE,20,50982.504960557504
2014,47,Male,FALSE,70,0
2014,54,Male,FALSE,55,38321.981778369205
1990,31,Female,TRUE,25,69970.30372472735
2014,19,Female,FALSE,80,155.76031303466192
2014,20,Female,FALSE,10,4031.2252444923215
2009,25,Male,FALSE,35,31048.496191513354
2000,80,Male,TRUE,20,52342.03842617237
2009,33,Male,FALSE,5,6819.049501781901
1990,37,Female,FALSE,15,26875.476752343897
2019,35,Male,TRUE,25,96695.32624
2009,40,Female,FALSE,10,33870.21888
2014,56,Female,FALSE,40,29596.93186250695
2022,82,Female,TRUE,20,761000
2000,36,Female,FALSE,25,9516.734259304067
2014,56,Female,TRUE,20,56570.66226
2019,32,Male,FALSE,15,29644.54951886202
2019,47,Male,TRUE,60,69169.47092
2022,28,Male,TRUE,50,110000
2014,46,Female,FALSE,10,25533.565601039223
1990,40,Male,FALSE,25,26875.476752343897
2022,49,Male,TRUE,10,88000
2009,43,Male,TRUE,45,80442.96316262073
2000,21,Female,FALSE,30,30589.50298
2000,31,Female,FALSE,40,33988.336640371665
2022,42,Female,FALSE,30,75000
2009,19,Female,FALSE,15,5843.925423027089
2019,60,Female,FALSE,15,19023.60759116131
2014,45,Female,FALSE,25,0
2019,49,Male,FALSE,18,41782.1148
2014,48,Female,TRUE,40,91770.02062254891
2000,62,Female,FALSE,25,60499.23921986157
2000,37,Male,FALSE,20,50982.504960557504
2009,39,Female,TRUE,30,44441.10941301301
2022,63,Male,FALSE,10,80000
2014,45,Male,FALSE,70,40824.036330608535
2009,26,Male,FALSE,10,422.78106911047786
2000,29,Male,FALSE,20,88369.67526496634
2000,27,Male,FALSE,20,16994.168320185832
2014,30,Female,FALSE,15,39083.47664209422
2014,51,Female,FALSE,20,12193.807363284963
2014,50,Male,TRUE,20,66441.66305296806
2014,28,Female,FALSE,2,18856.887420878833
2009,39,Female,FALSE,15,27119.35986858662
2019,43,Female,FALSE,25,31704.86803054014
2014,30,Female,TRUE,20,56019.32020221222
2022,22,Male,FALSE,20,30000
2009,24,Male,FALSE,30,63507.17182
2000,25,Female,FALSE,80,101965.00992111501
2000,26,Female,TRUE,30,28890.08614431592
2014,67,Female,TRUE,5,36467.692337480374
2014,48,Male,TRUE,30,148343.1552711066
1990,24,Male,FALSE,20,43672.64972255883
2009,67,Female,FALSE,15,141342.53045313453
2022,45,Female,FALSE,20,35500
2014,51,Female,TRUE,5,77943.20235832118
2009,56,Male,FALSE,5,97392.39260424982
2019,28,Male,FALSE,25,58613.77241445177
1990,29,Female,FALSE,30,67685.8882
2014,38,Female,FALSE,25,86533.50724147884
1990,40,Male,FALSE,10,71667.93800625039
2000,43,Male,TRUE,20,122358.0119
2019,54,Female,FALSE,10,28408.358411855148
2022,25,Female,TRUE,40,5300
2022,35,Male,TRUE,10,140000
2019,60,Female,FALSE,30,64098.798141097075
2019,45,Male,FALSE,30,120031.86724757653
2022,37,Male,FALSE,50,77000
2022,57,Male,TRUE,60,579000
2019,20,Female,FALSE,10,15637.817503636932
2000,50,Female,FALSE,25,66277.25644872476
2022,41,Male,TRUE,60,100000
2009,28,Male,FALSE,20,47311.92925326319
2022,59,Female,TRUE,30,120000
2000,55,Female,TRUE,27,20732.88535062672
1990,17,Male,FALSE,20,5599.057656738312
1990,49,Female,FALSE,20,0
2022,60,Male,FALSE,20,30200
2009,26,Male,FALSE,30,84676.22909332694
2000,54,Female,TRUE,5,25491.252480278752
2009,63,Male,FALSE,30,114161.79913903188
2000,37,Female,FALSE,30,5608.075545661325
1990,28,Male,FALSE,45,71667.93800625039
2022,48,Male,FALSE,15,0
2000,36,Male,TRUE,50,222623.60499443443
2014,45,Female,FALSE,142,100570.4783090073
2009,37,Female,FALSE,20,70421.68801480204
1990,42,Female,FALSE,30,49271.70737929715
2000,41,Female,FALSE,170,41635.71238445529
1990,31,Female,FALSE,15,29115.099815039222
2022,30,Male,FALSE,30,70000
2022,73,Female,FALSE,15,800
2019,42,Male,FALSE,20,42680.642590807634
1990,23,Male,FALSE,15,1343.7738376171949
2014,53,Female,FALSE,16,75427.54968351533
2009,43,Male,TRUE,15,154934.25992008622
2019,17,Male,FALSE,20,1145.766017
2009,49,Male,FALSE,15,35459.057409265886
1990,52,Male,FALSE,2,125418.89151093819
2019,34,Male,FALSE,8,35812.91421854724
2009,52,Male,FALSE,1,43538.26725897708
2000,27,Male,FALSE,30,59479.58912065042
2019,34,Female,TRUE,15,53167.66381524927
2019,43,Female,FALSE,5,59688.57190471052
2014,28,Female,TRUE,30,52110.47806081856
2019,22,Female,FALSE,5,23306.780852661046
2022,19,Male,FALSE,5,30000
2022,62,Male,FALSE,20,120000
2019,53,Female,FALSE,30,98437.44000239907
1990,45,Male,FALSE,6,55990.57656738312
2000,29,Female,FALSE,15,44184.83763248317
2000,18,Male,FALSE,10,11895.917824130083
2014,45,Female,FALSE,10,16806.043299255783
1990,40,Male,FALSE,15,80626.43026
2019,49,Female,TRUE,45,82412.74046712481
2009,22,Male,FALSE,20,21275.43444555953
2022,40,Male,FALSE,5,32000
2019,33,Male,FALSE,45,238753.1429974467
2014,37,Female,FALSE,50,11019.424050722035
2014,23,Female,FALSE,10,31427.733637144524
2009,52,Female,FALSE,30,48689.37725262313
1990,46,Female,FALSE,50,14557.549907519611
2022,22,Female,FALSE,15,7200
1990,53,Female,FALSE,10,8958.492250781299
2014,67,Female,TRUE,25,11825.42186102838
1990,46,Male,FALSE,60,44792.46125
2022,55,Female,TRUE,15,489000
2000,68,Female,FALSE,15,9006.909209698491
2000,36,Female,FALSE,5,5947.958912065042
2009,32,Male,FALSE,40,13548.08755014028
2009,29,Male,TRUE,20,17980.469726298517
2009,24,Male,TRUE,15,48926.68017528514
2019,25,Male,FALSE,30,33194.02046592527
2014,35,Female,FALSE,6,19646.814722697476
2022,62,Male,TRUE,15,80000
1990,28,Female,FALSE,1,44792.46125
2022,27,Female,FALSE,35,20000
2022,39,Male,FALSE,5,115000
2022,39,Male,TRUE,30,91000
2022,45,Male,FALSE,20,39200
2009,52,Male,FALSE,40,67953.1921
2014,27,Female,FALSE,15,132678.11807447774
2000,53,Male,FALSE,15,80552.35783768086
2014,18,Female,FALSE,55,1913.626702997275
2014,18,Male,FALSE,15,14834.315527110659
2000,28,Female,FALSE,10,33988.336640371665
2022,38,Male,FALSE,8,28000
2000,51,Female,TRUE,30,67976.67328074333
2022,48,Male,FALSE,45,0
2000,37,Female,FALSE,157,0
2019,47,Female,FALSE,25,35120.418274344316
2009,24,Male,FALSE,35,52827.17649030439
2000,29,Female,TRUE,3,18013.818419396983
2022,51,Male,FALSE,30,40000
2019,18,Female,FALSE,20,3902.014336839284
2022,23,Female,TRUE,2,9000
2009,61,Female,FALSE,20,37733.892323060325
1990,38,Male,TRUE,12,0
2019,36,Female,TRUE,30,125987.33236772167
2022,38,Male,FALSE,1,180000
2019,59,Male,FALSE,15,228924.27907534668
2000,67,Male,FALSE,15,24301.660697865744
2022,21,Male,FALSE,30,17000
1990,17,Male,FALSE,5,3359.434594042987
1990,38,Female,TRUE,50,21800.49089227629
2019,22,Female,FALSE,30,27470.913489041603
1990,25,Male,TRUE,60,62709.445755469096
2022,69,Female,FALSE,15,10000
2019,25,Female,FALSE,35,41748.920774970975
2009,54,Female,TRUE,10,0
1990,27,Male,TRUE,15,51511.330441992475
1990,67,Male,FALSE,10,0
2019,50,Male,TRUE,15,304859.6070660346
2019,24,Female,FALSE,30,13728.58901614854
2000,43,Male,TRUE,8,110462.09408120792
2022,33,Female,TRUE,10,80000
2000,59,Male,FALSE,40,84970.84160092917
2022,60,Male,TRUE,15,75000
2014,60,Female,TRUE,10,1913.626702997275
1990,44,Female,TRUE,7,35833.969003125196
2019,31,Female,TRUE,60,53719.37132782085
2000,45,Female,FALSE,25,20053.118617819284
1990,41,Male,FALSE,10,17916.984501562598
2014,43,Female,FALSE,10,40314.72483
2019,54,Male,FALSE,40,61758.047387551655
2009,35,Female,TRUE,15,74916.80544637667
1990,37,Male,FALSE,25,43000.762803750236
2019,20,Male,FALSE,20,9634.278284885966
2019,36,Male,TRUE,6,95501.48612325775
1990,37,Male,TRUE,99,60469.82269277377
2009,60,Female,FALSE,20,68922.86093431039
2014,46,Male,FALSE,25,30618.02725
2009,39,Female,TRUE,35,50795.09973877338
2019,41,Female,TRUE,10,95501.48612325775
2022,55,Male,FALSE,20,31200
2014,29,Male,FALSE,45,6889.303369382309
2009,56,Female,TRUE,20,104883.80038690742
2000,53,Male,FALSE,30,59479.58912065042
1990,21,Female,FALSE,5,7166.793801
2014,58,Male,FALSE,40,70166.31244323342
2009,52,Female,FALSE,10,2310.293971203708
2022,53,Male,FALSE,20,60000
2014,42,Male,FALSE,5,39083.47664209422
2000,78,Male,FALSE,15,0
2019,19,Female,FALSE,5,11653.390426330523
2019,28,Female,FALSE,20,40061.748838185675
2000,27,Female,TRUE,40,33988.336640371665
2022,28,Male,FALSE,8,30000
1990,29,Male,FALSE,15,17916.984501562598
2000,46,Male,FALSE,60,258311.35846682466
2022,18,Female,FALSE,16,15000
2000,60,Male,FALSE,15,51832.21338
2019,59,Female,FALSE,7,24388.44807129206
2022,52,Female,FALSE,15,40000
2000,59,Male,FALSE,25,118959.17824130083
2014,39,Male,FALSE,45,53753.37850544607
2022,39,Male,FALSE,60,25000
1990,38,Female,TRUE,15,67188.69188085974
2009,58,Female,TRUE,45,59933.98988106148
2000,59,Female,FALSE,90,33988.336640371665
2009,31,Female,FALSE,20,47947.46466682926
2019,57,Male,FALSE,60,4877.231765700261
2019,27,Male,FALSE,5,29644.54951886202
1990,23,Female,FALSE,4,15677.361438867274
2000,25,Male,TRUE,40,98566.17625707784
2019,23,Female,FALSE,40,33308.482605462945
2000,45,Male,FALSE,40,76473.75744083626
2000,45,Male,FALSE,25,50982.504960557504
2019,29,Male,FALSE,12,99083.00646939155
2014,40,Male,FALSE,45,25013.128364629756
2014,39,Female,TRUE,3,62856.703467249645
2009,28,Male,TRUE,8,40636.07979
2014,35,Female,FALSE,10,44651.28973660309
2014,33,Male,FALSE,30,21098.105258433134
2009,31,Female,TRUE,45,88647.64352316472
2022,52,Male,TRUE,60,40000
2022,20,Male,FALSE,50,35000
1990,66,Female,FALSE,20,24635.853689648575
2022,43,Female,FALSE,7,38900
2014,53,Male,FALSE,30,40314.72483
2000,43,Male,FALSE,15,25491.252480278752
2022,58,Male,FALSE,45,140000
2019,43,Male,FALSE,40,7411.423535064349
2019,59,Female,TRUE,8,74109.65686506199
2022,32,Male,FALSE,20,42000
2014,56,Female,FALSE,35,75427.54968351533
2009,53,Male,FALSE,10,66826.68511746264
2019,40,Male,TRUE,52,49997.062550055714
2000,51,Male,FALSE,45,127456.26240139376
2000,36,Female,FALSE,15,50982.504960557504
2019,40,Female,FALSE,60,19229.639442329124
2014,34,Male,TRUE,60,125712.17074153869
2022,52,Female,TRUE,45,75000
2014,21,Female,FALSE,4,8930.257947320617
2000,44,Female,TRUE,45,147849.26438561676
2019,44,Male,TRUE,55,228924.27907534668
2000,39,Male,FALSE,45,79872.59110487341
1990,56,Male,TRUE,22,145575.49907519613
2022,26,Male,TRUE,30,93000
2019,37,Male,FALSE,15,64228.140358774646
2000,56,Male,FALSE,22,71375.50694
2000,25,Male,FALSE,10,54211.39694139281
2019,49,Female,FALSE,20,24703.21895502066
2009,77,Male,FALSE,20,0
1990,26,Female,TRUE,10,49271.70737929715
2009,32,Male,FALSE,10,49344.006004794195
2000,23,Male,FALSE,10,59479.58912065042
1990,27,Female,TRUE,15,59350.01116142611
2014,56,Female,TRUE,20,235172.11263016707
2019,30,Male,TRUE,30,30879.596004473515
2019,26,Female,FALSE,15,27968.823796030483
2014,41,Male,FALSE,60,50683.911384294755
2014,40,Male,TRUE,15,642978.5722070844
2000,28,Female,FALSE,15,22942.127232250878
2009,39,Female,FALSE,30,31666.30207637479
2022,53,Female,TRUE,30,52000
2009,69,Male,TRUE,30,15524.248095756677
2019,38,Male,FALSE,52,40588.27468005897
2022,42,Female,TRUE,20,38000
2009,38,Female,TRUE,40,0
2019,22,Male,FALSE,15,27437.719468575677
2009,40,Female,FALSE,7,27317.112304138296
2000,44,Male,FALSE,2,0
2014,18,Female,FALSE,10,12757.511353315167
2009,54,Female,FALSE,15,39184.98605703952
2019,28,Male,TRUE,30,88932.50393519069
2019,62,Female,FALSE,50,0
2022,21,Female,FALSE,35,22500
1990,21,Female,FALSE,10,31354.722877734548
2009,29,Female,TRUE,10,37458.40272318834
1990,58,Male,FALSE,30,47032.084316601824
2019,49,Female,FALSE,20,29134.048376523995
2009,48,Female,TRUE,15,63789.48046936897
2014,38,Female,FALSE,15,22004.23469854748
1990,45,Male,TRUE,4,100783.03782128962
2014,58,Female,FALSE,15,39548.28519527702
2014,19,Male,FALSE,5,1006.2610699223397
2014,30,Male,FALSE,30,21687.769300635784
1990,29,Male,FALSE,30,0
1990,33,Male,TRUE,30,123143.43447923975
2000,44,Male,FALSE,30,62878.42278468759
2014,22,Male,FALSE,10,15211.354380091389
2000,45,Male,TRUE,45,127456.26240139376
2022,54,Female,FALSE,20,53000
1990,40,Male,FALSE,45,80626.43026
2000,28,Male,FALSE,20,18693.585152204418
1990,20,Female,FALSE,10,4317.993264876586
2019,44,Female,TRUE,10,55582.81495949418
1990,25,Male,FALSE,15,89584.92251
2009,47,Male,FALSE,10,5299.765272784894
2000,50,Female,FALSE,4,27190.669312297334
2009,43,Female,FALSE,20,24462.658182692394
2019,50,Female,FALSE,15,95559.86181442197
2009,32,Female,TRUE,15,50943.755017912226
2019,35,Female,TRUE,8,57313.482509303794
2019,55,Male,FALSE,30,83564.22959
2014,32,Female,FALSE,30,12570.84621626569
2022,33,Male,TRUE,40,58000
2009,38,Male,FALSE,45,29966.99494053074
2019,49,Male,TRUE,40,121944.52959925105
2019,73,Female,FALSE,2,41304.80767356481
2019,37,Male,TRUE,15,139842.97435875703
2009,36,Female,FALSE,30,42402.213611980216
1990,59,Male,FALSE,25,8958.492250781299
2000,66,Female,FALSE,5,6457.783961670617
2019,68,Female,TRUE,30,7341.601629946368
2019,57,Male,FALSE,6,61758.047387551655
2009,41,Female,TRUE,55,47733.346512473305
2022,21,Female,TRUE,25,13000
2000,38,Male,FALSE,90,118959.17824130083
2014,50,Male,FALSE,12,61809.64802962775
2014,32,Female,TRUE,142,76545.06812
2009,21,Male,TRUE,20,6795.8647334758425
2014,55,Male,FALSE,15,50683.911384294755
2009,37,Female,FALSE,90,34434.836174098244
2019,21,Female,FALSE,20,131.63146046832435
2019,29,Male,TRUE,20,97554.93690656361
2022,41,Male,TRUE,50,708000
2019,30,Female,FALSE,30,56094.460723227574
1990,23,Male,FALSE,5,35833.969003125196
2009,24,Male,TRUE,12,54334.18643019819
2014,30,Male,TRUE,60,62856.703467249645
2014,43,Female,FALSE,25,39994.55085405093
2014,60,Male,FALSE,15,45257.02428729344
2014,56,Male,TRUE,45,135769.8366689197
2009,59,Male,FALSE,45,127014.3436399904
2009,44,Male,TRUE,40,596338.1532199305
2022,33,Female,FALSE,20,24000
2022,43,Female,TRUE,60,59000
2009,62,Female,TRUE,8,1186.514613310051
2000,32,Male,FALSE,10,6797.667328074333
2022,66,Male,FALSE,60,18900
1990,38,Male,TRUE,35,79950.06409
2019,62,Male,TRUE,20,489897.9572212419
2022,49,Male,TRUE,60,200000
2009,47,Male,TRUE,70,271812.7684
2019,50,Female,FALSE,7,52440.829229185045
2000,44,Female,FALSE,80,30589.50298
2022,40,Male,TRUE,5,55000
2022,62,Female,TRUE,20,0
2019,41,Female,FALSE,10,34266.53071339327
2009,27,Female,FALSE,30,46208.60704387487
2014,54,Male,FALSE,40,50284.62105802336
2022,17,Female,FALSE,3,8800
2000,43,Female,FALSE,3,25491.252480278752
2014,32,Female,TRUE,40,116914.18544100148
2019,23,Male,FALSE,40,45363.63514
2009,49,Female,FALSE,20,26108.776732422542
2014,36,Female,FALSE,45,60839.236555562595
2000,54,Female,FALSE,5,46054.19614770361
2022,41,Female,TRUE,150,20000
2022,44,Male,FALSE,25,0
2009,21,Male,FALSE,30,40636.07979
1990,29,Female,TRUE,15,13932.695073027617
1990,22,Male,FALSE,2,29115.099815039222
2022,39,Female,TRUE,30,38000
1990,34,Male,FALSE,10,78386.80719433638
2009,58,Male,FALSE,30,2823.0864937377073
2022,51,Male,FALSE,149,80000
2000,20,Male,FALSE,3,6797.667328074333
2009,48,Female,TRUE,45,65462.87521710625
2000,43,Female,FALSE,25,17503.99336979141
2000,39,Male,TRUE,25,254912.52480278752
2019,50,Male,FALSE,18,33794.94669849805
2009,53,Female,FALSE,5,0
2019,58,Female,TRUE,10,59906.04997
2019,55,Female,FALSE,2,0
2019,48,Female,TRUE,30,105051.06242488584
2019,49,Male,FALSE,15,38677.90157
2019,54,Male,TRUE,30,0
2014,39,Female,TRUE,5,173067.0144829577
2000,35,Male,FALSE,25,93467.92576102208
2000,33,Female,FALSE,60,56420.63882301697
2009,41,Female,FALSE,50,67425.39766371908
2019,59,Male,TRUE,60,97554.93690656361
2022,18,Female,FALSE,30,23000
2019,49,Male,TRUE,2,153649.3976297912
2022,73,Female,FALSE,45,7200
2022,39,Male,TRUE,35,53000
2019,30,Male,FALSE,60,30879.596004473515
2019,34,Female,TRUE,20,50137.85098168706
2000,28,Male,FALSE,30,64577.839616706166
2014,19,Male,FALSE,20,40314.72483
2000,28,Male,FALSE,20,42485.420800464584
2019,24,Male,TRUE,10,7411.423535064349
2000,37,Male,FALSE,30,118959.17824130083
2022,30,Male,TRUE,30,150000
2019,48,Male,TRUE,25,121329.86790993375
2009,44,Male,FALSE,5,36694.66917898877
2009,27,Female,FALSE,30,917.8440629398439
2000,53,Female,FALSE,20,13425.39297294681
2022,24,Male,FALSE,10,47000
2000,26,Female,TRUE,17,90069.09209698492
2000,25,Male,FALSE,10,49283.08812853892
2019,61,Female,FALSE,30,87697.45744957919
2009,45,Female,TRUE,15,76373.35442
2000,21,Male,FALSE,45,45884.254464501755
2022,63,Female,FALSE,70,39000
2022,31,Female,TRUE,25,18000
2022,38,Female,TRUE,40,30000
2000,58,Female,FALSE,5,11046.209408120792
2009,47,Male,FALSE,25,56450.81939555129
2009,16,Male,FALSE,5,5644.809177575058
1990,28,Female,FALSE,45,15677.361438867274
1990,22,Female,TRUE,15,11198.115313476625
1990,25,Male,FALSE,15,13437.738376171948
2014,32,Male,FALSE,15,28661.133791338387
2000,52,Male,FALSE,30,88369.67526496634
2014,43,Female,TRUE,15,64282.03395081286
2009,24,Female,FALSE,10,34831.704855101954
2019,53,Male,TRUE,30,131314.40034180498
1990,42,Female,TRUE,20,100783.03782128962
2019,59,Male,FALSE,45,65464.33146578151
2019,33,Female,TRUE,10,11462.23865330261
2022,49,Male,FALSE,15,31100
2019,27,Male,FALSE,130,13339.417741720452
2000,49,Male,TRUE,20,161444.5990417654
